Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1781349449,2,,Aggregated,0.100000,0.100000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,2,1,10433.824375002587,15485.173542001576,10433.824375002587,20536.522709000565,16.0
1781349450,2,,Aggregated,0.100000,0.100000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,2,1,10433.824375002587,15485.173542001576,10433.824375002587,20536.522709000565,16.0
1781349451,2,,Aggregated,0.100000,0.100000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,2,1,10433.824375002587,15485.173542001576,10433.824375002587,20536.522709000565,16.0
1781349452,2,,Aggregated,0.100000,0.100000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,2,1,10433.824375002587,15485.173542001576,10433.824375002587,20536.522709000565,16.0
1781349453,2,,Aggregated,0.100000,0.100000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,2,1,10433.824375002587,15485.173542001576,10433.824375002587,20536.522709000565,16.0
1781349454,2,,Aggregated,0.100000,0.100000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,2,1,10433.824375002587,15485.173542001576,10433.824375002587,20536.522709000565,16.0
1781349455,2,,Aggregated,0.100000,0.100000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,2,1,10433.824375002587,15485.173542001576,10433.824375002587,20536.522709000565,16.0
1781349456,2,,Aggregated,0.100000,0.100000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,2,1,10433.824375002587,15485.173542001576,10433.824375002587,20536.522709000565,16.0
1781349457,2,,Aggregated,0.100000,0.100000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,2,1,10433.824375002587,15485.173542001576,10433.824375002587,20536.522709000565,16.0
1781349458,2,,Aggregated,0.000000,0.000000,10000,10000,21000,21000,21000,21000,21000,21000,21000,21000,21000,3,2,10043.692457998986,13671.346514000712,10043.692457998986,20536.522709000565,15.333333333333334
1781349459,2,,Aggregated,0.000000,0.000000,10000,10000,21000,21000,21000,21000,21000,21000,21000,21000,21000,3,2,10043.692457998986,13671.346514000712,10043.692457998986,20536.522709000565,15.333333333333334
1781349460,2,,Aggregated,0.000000,0.000000,10000,10000,21000,21000,21000,21000,21000,21000,21000,21000,21000,3,2,10043.692457998986,13671.346514000712,10043.692457998986,20536.522709000565,15.333333333333334
1781349461,2,,Aggregated,0.000000,0.000000,10000,10000,21000,21000,21000,21000,21000,21000,21000,21000,21000,3,2,10043.692457998986,13671.346514000712,10043.692457998986,20536.522709000565,15.333333333333334
1781349462,2,,Aggregated,0.000000,0.000000,10000,10000,21000,21000,21000,21000,21000,21000,21000,21000,21000,3,2,10043.692457998986,13671.346514000712,10043.692457998986,20536.522709000565,15.333333333333334
1781349463,2,,Aggregated,0.000000,0.000000,10000,10000,21000,21000,21000,21000,21000,21000,21000,21000,21000,3,2,10043.692457998986,13671.346514000712,10043.692457998986,20536.522709000565,15.333333333333334
1781349464,2,,Aggregated,0.000000,0.000000,10000,10000,21000,21000,21000,21000,21000,21000,21000,21000,21000,3,2,10043.692457998986,13671.346514000712,10043.692457998986,20536.522709000565,15.333333333333334
1781349465,2,,Aggregated,0.000000,0.000000,10000,10000,21000,21000,21000,21000,21000,21000,21000,21000,21000,3,2,10043.692457998986,13671.346514000712,10043.692457998986,20536.522709000565,15.333333333333334
1781349466,2,,Aggregated,0.100000,0.100000,10000,21000,21000,27000,27000,27000,27000,27000,27000,27000,27000,5,2,10000,14531.250466800702,4674.722458999895,26967.49033300148,20.2
1781349467,2,,Aggregated,0.100000,0.100000,10000,10000,21000,21000,27000,27000,27000,27000,27000,27000,27000,6,2,10000,12117.098236166688,46.33708299661521,26967.49033300148,23.0
1781349468,2,,Aggregated,0.100000,0.100000,10000,10000,21000,21000,27000,27000,27000,27000,27000,27000,27000,6,2,10000,12117.098236166688,46.33708299661521,26967.49033300148,23.0
1781349469,2,,Aggregated,0.100000,0.100000,10000,10000,21000,21000,27000,27000,27000,27000,27000,27000,27000,6,2,10000,12117.098236166688,46.33708299661521,26967.49033300148,23.0
1781349470,2,,Aggregated,0.100000,0.100000,10000,10000,21000,21000,27000,27000,27000,27000,27000,27000,27000,6,2,10000,12117.098236166688,46.33708299661521,26967.49033300148,23.0
1781349471,2,,Aggregated,0.100000,0.100000,10000,10000,21000,21000,27000,27000,27000,27000,27000,27000,27000,6,2,10000,12117.098236166688,46.33708299661521,26967.49033300148,23.0
1781349472,2,,Aggregated,0.100000,0.100000,10000,10000,21000,21000,27000,27000,27000,27000,27000,27000,27000,6,2,10000,12117.098236166688,46.33708299661521,26967.49033300148,23.0
1781349473,2,,Aggregated,0.100000,0.100000,10000,10000,21000,21000,27000,27000,27000,27000,27000,27000,27000,6,2,10000,12117.098236166688,46.33708299661521,26967.49033300148,23.0
1781349474,2,,Aggregated,0.100000,0.100000,10000,10000,21000,21000,27000,27000,27000,27000,27000,27000,27000,6,2,10000,12117.098236166688,46.33708299661521,26967.49033300148,23.0
1781349475,2,,Aggregated,0.100000,0.100000,10000,10000,21000,21000,27000,27000,27000,27000,27000,27000,27000,6,2,10000,12117.098236166688,46.33708299661521,26967.49033300148,23.0
1781349476,2,,Aggregated,0.100000,0.100000,10000,10000,21000,21000,27000,27000,27000,27000,27000,27000,27000,6,2,10000,12117.098236166688,46.33708299661521,26967.49033300148,23.0
1781349477,2,,Aggregated,0.100000,0.100000,10000,10000,21000,21000,27000,27000,27000,27000,27000,27000,27000,6,2,10000,12117.098236166688,46.33708299661521,26967.49033300148,23.0
1781349478,2,,Aggregated,0.100000,0.100000,10000,10000,21000,21000,27000,27000,27000,27000,27000,27000,27000,6,2,10000,12117.098236166688,46.33708299661521,26967.49033300148,23.0
1781349479,2,,Aggregated,0.100000,0.100000,10000,10000,21000,21000,27000,27000,27000,27000,27000,27000,27000,6,2,10000,12117.098236166688,46.33708299661521,26967.49033300148,23.0
1781349480,2,,Aggregated,0.000000,0.000000,10000,10000,21000,21000,27000,27000,27000,27000,27000,27000,27000,7,3,10000,11827.015672571308,46.33708299661521,26967.49033300148,21.714285714285715
1781349481,2,,Aggregated,0.000000,0.000000,10000,10000,21000,21000,27000,27000,27000,27000,27000,27000,27000,8,4,10000,10353.454270874863,38.52445899974555,26967.49033300148,20.75
1781349482,2,,Aggregated,0.000000,0.000000,10000,10000,21000,21000,27000,27000,27000,27000,27000,27000,27000,8,4,10000,10353.454270874863,38.52445899974555,26967.49033300148,20.75
1781349483,2,,Aggregated,0.000000,0.000000,10000,10000,21000,21000,27000,27000,27000,27000,27000,27000,27000,8,4,10000,10353.454270874863,38.52445899974555,26967.49033300148,20.75
1781349484,2,,Aggregated,0.000000,0.000000,10000,10000,21000,21000,27000,27000,27000,27000,27000,27000,27000,8,4,10000,10353.454270874863,38.52445899974555,26967.49033300148,20.75
1781349485,2,,Aggregated,0.000000,0.000000,10000,10000,21000,21000,27000,27000,27000,27000,27000,27000,27000,8,4,10000,10353.454270874863,38.52445899974555,26967.49033300148,20.75
1781349486,2,,Aggregated,0.000000,0.000000,10000,10000,21000,21000,27000,27000,27000,27000,27000,27000,27000,8,4,10000,10353.454270874863,38.52445899974555,26967.49033300148,20.75
1781349487,2,,Aggregated,0.000000,0.000000,10000,10000,21000,21000,27000,27000,27000,27000,27000,27000,27000,8,4,10000,10353.454270874863,38.52445899974555,26967.49033300148,20.75
1781349488,2,,Aggregated,0.200000,0.200000,10000,10000,20000,21000,27000,27000,27000,27000,27000,27000,27000,10,4,10000,10788.060004100407,38.52445899974555,26967.49033300148,22.1
1781349489,2,,Aggregated,0.200000,0.200000,10000,10000,20000,21000,27000,27000,27000,27000,27000,27000,27000,10,4,10000,10788.060004100407,38.52445899974555,26967.49033300148,22.1
1781349490,2,,Aggregated,0.200000,0.200000,10000,10000,20000,21000,27000,27000,27000,27000,27000,27000,27000,10,4,10000,10788.060004100407,38.52445899974555,26967.49033300148,22.1
1781349491,2,,Aggregated,0.200000,0.200000,10000,10000,20000,21000,27000,27000,27000,27000,27000,27000,27000,10,4,10000,10788.060004100407,38.52445899974555,26967.49033300148,22.1
1781349492,2,,Aggregated,0.200000,0.200000,10000,10000,20000,21000,27000,27000,27000,27000,27000,27000,27000,10,4,10000,10788.060004100407,38.52445899974555,26967.49033300148,22.1
1781349493,2,,Aggregated,0.200000,0.200000,10000,10000,20000,21000,27000,27000,27000,27000,27000,27000,27000,10,4,10000,10788.060004100407,38.52445899974555,26967.49033300148,22.1
1781349494,2,,Aggregated,0.200000,0.200000,10000,10000,20000,21000,27000,27000,27000,27000,27000,27000,27000,10,4,10000,10788.060004100407,38.52445899974555,26967.49033300148,22.1
1781349495,2,,Aggregated,0.200000,0.200000,10000,10000,20000,21000,27000,27000,27000,27000,27000,27000,27000,10,4,10000,10788.060004100407,38.52445899974555,26967.49033300148,22.1
1781349496,2,,Aggregated,0.200000,0.200000,10000,10000,20000,21000,27000,27000,27000,27000,27000,27000,27000,10,4,10000,10788.060004100407,38.52445899974555,26967.49033300148,22.1
1781349497,2,,Aggregated,0.200000,0.200000,10000,10000,20000,21000,27000,27000,27000,27000,27000,27000,27000,10,4,10000,10788.060004100407,38.52445899974555,26967.49033300148,22.1
1781349498,2,,Aggregated,0.200000,0.200000,10000,10000,20000,21000,27000,27000,27000,27000,27000,27000,27000,10,4,10000,10788.060004100407,38.52445899974555,26967.49033300148,22.1
1781349499,2,,Aggregated,0.200000,0.200000,10000,10000,20000,21000,27000,27000,27000,27000,27000,27000,27000,10,4,10000,10788.060004100407,38.52445899974555,26967.49033300148,22.1
1781349500,2,,Aggregated,0.200000,0.200000,10000,10000,20000,21000,27000,27000,27000,27000,27000,27000,27000,10,4,10000,10788.060004100407,38.52445899974555,26967.49033300148,22.1
1781349501,2,,Aggregated,0.200000,0.200000,10000,10000,20000,21000,27000,27000,27000,27000,27000,27000,27000,10,4,10000,10788.060004100407,38.52445899974555,26967.49033300148,22.1
1781349502,2,,Aggregated,0.000000,0.000000,10000,11000,20000,20000,21000,27000,27000,27000,27000,27000,27000,11,5,10000,10803.848075727397,38.52445899974555,26967.49033300148,21.363636363636363
1781349503,2,,Aggregated,0.000000,0.000000,10000,11000,20000,20000,21000,27000,27000,27000,27000,27000,27000,11,5,10000,10803.848075727397,38.52445899974555,26967.49033300148,21.363636363636363
1781349504,2,,Aggregated,0.000000,0.000000,10000,11000,20000,20000,21000,27000,27000,27000,27000,27000,27000,11,5,10000,10803.848075727397,38.52445899974555,26967.49033300148,21.363636363636363
1781349505,2,,Aggregated,0.000000,0.000000,10000,11000,20000,20000,21000,27000,27000,27000,27000,27000,27000,11,5,10000,10803.848075727397,38.52445899974555,26967.49033300148,21.363636363636363
1781349506,2,,Aggregated,0.000000,0.000000,10000,11000,20000,20000,21000,27000,27000,27000,27000,27000,27000,11,5,10000,10803.848075727397,38.52445899974555,26967.49033300148,21.363636363636363
1781349507,2,,Aggregated,0.000000,0.000000,10000,11000,20000,20000,21000,27000,27000,27000,27000,27000,27000,11,5,10000,10803.848075727397,38.52445899974555,26967.49033300148,21.363636363636363
1781349508,2,,Aggregated,0.000000,0.000000,10000,11000,20000,20000,21000,27000,27000,27000,27000,27000,27000,11,5,10000,10803.848075727397,38.52445899974555,26967.49033300148,21.363636363636363
1781349509,2,,Aggregated,0.100000,0.100000,10000,11000,20000,20000,21000,27000,27000,27000,27000,27000,27000,13,5,10000,11006.280516000585,38.52445899974555,26967.49033300148,22.307692307692307
1781349510,2,,Aggregated,0.100000,0.100000,10000,11000,20000,20000,21000,27000,27000,27000,27000,27000,27000,13,5,10000,11006.280516000585,38.52445899974555,26967.49033300148,22.307692307692307
1781349511,2,,Aggregated,0.100000,0.100000,10000,11000,20000,20000,21000,27000,27000,27000,27000,27000,27000,13,5,10000,11006.280516000585,38.52445899974555,26967.49033300148,22.307692307692307
1781349512,2,,Aggregated,0.100000,0.100000,10000,11000,20000,20000,21000,27000,27000,27000,27000,27000,27000,13,5,10000,11006.280516000585,38.52445899974555,26967.49033300148,22.307692307692307
1781349513,2,,Aggregated,0.100000,0.100000,10000,11000,20000,20000,21000,27000,27000,27000,27000,27000,27000,13,5,10000,11006.280516000585,38.52445899974555,26967.49033300148,22.307692307692307
1781349514,2,,Aggregated,0.100000,0.100000,10000,11000,20000,20000,21000,27000,27000,27000,27000,27000,27000,13,5,10000,11006.280516000585,38.52445899974555,26967.49033300148,22.307692307692307
1781349515,2,,Aggregated,0.100000,0.100000,10000,11000,20000,20000,21000,27000,27000,27000,27000,27000,27000,13,5,10000,11006.280516000585,38.52445899974555,26967.49033300148,22.307692307692307
1781349516,2,,Aggregated,0.100000,0.100000,10000,11000,20000,20000,21000,27000,27000,27000,27000,27000,27000,13,5,10000,11006.280516000585,38.52445899974555,26967.49033300148,22.307692307692307
1781349517,2,,Aggregated,0.100000,0.100000,10000,11000,20000,20000,21000,27000,27000,27000,27000,27000,27000,13,5,10000,11006.280516000585,38.52445899974555,26967.49033300148,22.307692307692307
1781349518,2,,Aggregated,0.100000,0.100000,10000,11000,20000,20000,21000,27000,27000,27000,27000,27000,27000,13,5,10000,11006.280516000585,38.52445899974555,26967.49033300148,22.307692307692307
1781349519,2,,Aggregated,0.100000,0.100000,10000,11000,20000,20000,21000,27000,27000,27000,27000,27000,27000,13,5,10000,11006.280516000585,38.52445899974555,26967.49033300148,22.307692307692307
1781349520,2,,Aggregated,0.100000,0.100000,10000,11000,20000,20000,21000,27000,27000,27000,27000,27000,27000,13,5,10000,11006.280516000585,38.52445899974555,26967.49033300148,22.307692307692307
1781349521,2,,Aggregated,0.100000,0.100000,10000,11000,20000,20000,21000,27000,27000,27000,27000,27000,27000,13,5,10000,11006.280516000585,38.52445899974555,26967.49033300148,22.307692307692307
1781349522,2,,Aggregated,0.000000,0.000000,10000,11000,20000,20000,21000,27000,27000,27000,27000,27000,27000,14,6,10000,10938.797872000578,38.52445899974555,26967.49033300148,21.714285714285715
1781349523,2,,Aggregated,0.000000,0.000000,10000,11000,20000,20000,21000,27000,27000,27000,27000,27000,27000,14,6,10000,10938.797872000578,38.52445899974555,26967.49033300148,21.714285714285715
1781349524,2,,Aggregated,0.000000,0.000000,10000,11000,20000,20000,21000,27000,27000,27000,27000,27000,27000,14,6,10000,10938.797872000578,38.52445899974555,26967.49033300148,21.714285714285715
1781349525,2,,Aggregated,0.000000,0.000000,10000,11000,20000,20000,21000,27000,27000,27000,27000,27000,27000,14,6,10000,10938.797872000578,38.52445899974555,26967.49033300148,21.714285714285715
1781349526,2,,Aggregated,0.000000,0.000000,10000,11000,20000,20000,21000,27000,27000,27000,27000,27000,27000,14,6,10000,10938.797872000578,38.52445899974555,26967.49033300148,21.714285714285715
1781349527,2,,Aggregated,0.000000,0.000000,10000,11000,20000,20000,21000,27000,27000,27000,27000,27000,27000,14,6,10000,10938.797872000578,38.52445899974555,26967.49033300148,21.714285714285715
1781349528,2,,Aggregated,0.000000,0.000000,10000,11000,20000,20000,21000,27000,27000,27000,27000,27000,27000,14,6,10000,10938.797872000578,38.52445899974555,26967.49033300148,21.714285714285715
1781349529,2,,Aggregated,0.000000,0.000000,10000,11000,20000,20000,21000,27000,27000,27000,27000,27000,27000,14,6,10000,10938.797872000578,38.52445899974555,26967.49033300148,21.714285714285715
1781349530,2,,Aggregated,0.000000,0.000000,10000,11000,20000,20000,21000,27000,27000,27000,27000,27000,27000,14,6,10000,10938.797872000578,38.52445899974555,26967.49033300148,21.714285714285715
1781349531,2,,Aggregated,0.100000,0.100000,10000,11000,20000,20000,21000,27000,27000,27000,27000,27000,27000,15,6,10000,11520.763705534046,38.52445899974555,26967.49033300148,21.466666666666665
1781349532,2,,Aggregated,0.100000,0.100000,10000,11000,20000,20000,21000,27000,27000,27000,27000,27000,27000,15,6,10000,11520.763705534046,38.52445899974555,26967.49033300148,21.466666666666665
1781349533,2,,Aggregated,0.100000,0.100000,10000,11000,20000,20000,21000,27000,27000,27000,27000,27000,27000,15,6,10000,11520.763705534046,38.52445899974555,26967.49033300148,21.466666666666665
1781349534,2,,Aggregated,0.100000,0.100000,10000,11000,20000,20000,21000,27000,27000,27000,27000,27000,27000,15,6,10000,11520.763705534046,38.52445899974555,26967.49033300148,21.466666666666665
1781349535,2,,Aggregated,0.100000,0.100000,10000,11000,20000,20000,21000,27000,27000,27000,27000,27000,27000,15,6,10000,11520.763705534046,38.52445899974555,26967.49033300148,21.466666666666665
1781349536,2,,Aggregated,0.100000,0.100000,10000,11000,20000,20000,21000,27000,27000,27000,27000,27000,27000,15,6,10000,11520.763705534046,38.52445899974555,26967.49033300148,21.466666666666665
1781349537,2,,Aggregated,0.100000,0.100000,10000,11000,20000,20000,21000,27000,27000,27000,27000,27000,27000,15,6,10000,11520.763705534046,38.52445899974555,26967.49033300148,21.466666666666665
1781349538,2,,Aggregated,0.100000,0.100000,10000,11000,20000,20000,21000,27000,27000,27000,27000,27000,27000,15,6,10000,11520.763705534046,38.52445899974555,26967.49033300148,21.466666666666665
1781349539,2,,Aggregated,0.100000,0.100000,10000,11000,20000,20000,21000,27000,27000,27000,27000,27000,27000,15,6,10000,11520.763705534046,38.52445899974555,26967.49033300148,21.466666666666665
1781349540,2,,Aggregated,0.100000,0.100000,10000,11000,20000,20000,21000,27000,27000,27000,27000,27000,27000,15,6,10000,11520.763705534046,38.52445899974555,26967.49033300148,21.466666666666665
1781349541,2,,Aggregated,0.100000,0.100000,10000,11000,20000,20000,21000,27000,27000,27000,27000,27000,27000,15,6,10000,11520.763705534046,38.52445899974555,26967.49033300148,21.466666666666665
1781349542,2,,Aggregated,0.100000,0.100000,10000,11000,20000,20000,21000,27000,27000,27000,27000,27000,27000,15,6,10000,11520.763705534046,38.52445899974555,26967.49033300148,21.466666666666665
1781349543,2,,Aggregated,0.100000,0.000000,10000,11000,20000,20000,21000,27000,27000,27000,27000,27000,27000,16,7,10000,11432.266825500392,38.52445899974555,26967.49033300148,21.0
1781349544,2,,Aggregated,0.100000,0.000000,10000,11000,20000,20000,21000,27000,27000,27000,27000,27000,27000,16,7,10000,11432.266825500392,38.52445899974555,26967.49033300148,21.0
1781349545,2,,Aggregated,0.100000,0.000000,10000,11000,20000,20000,21000,27000,27000,27000,27000,27000,27000,16,7,10000,11432.266825500392,38.52445899974555,26967.49033300148,21.0
1781349546,2,,Aggregated,0.100000,0.100000,10000,11000,20000,20000,21000,27000,27000,27000,27000,27000,27000,17,8,10000,10761.793355353482,34.21783300291281,26967.49033300148,20.58823529411765
1781349547,2,,Aggregated,0.100000,0.100000,10000,11000,20000,20000,21000,27000,27000,27000,27000,27000,27000,17,8,10000,10761.793355353482,34.21783300291281,26967.49033300148,20.58823529411765
1781349548,2,,Aggregated,0.100000,0.100000,10000,11000,20000,20000,21000,27000,27000,27000,27000,27000,27000,17,8,10000,10761.793355353482,34.21783300291281,26967.49033300148,20.58823529411765
1781349549,2,,Aggregated,0.100000,0.100000,10000,11000,20000,20000,21000,27000,27000,27000,27000,27000,27000,17,8,10000,10761.793355353482,34.21783300291281,26967.49033300148,20.58823529411765
1781349550,2,,Aggregated,0.200000,0.200000,10000,11000,20000,20000,26000,27000,27000,27000,27000,27000,27000,18,8,10000,11583.377752278062,34.21783300291281,26967.49033300148,20.444444444444443
1781349551,2,,Aggregated,0.200000,0.200000,10000,11000,20000,20000,26000,27000,27000,27000,27000,27000,27000,18,8,10000,11583.377752278062,34.21783300291281,26967.49033300148,20.444444444444443
1781349552,2,,Aggregated,0.200000,0.200000,10000,11000,20000,20000,26000,27000,27000,27000,27000,27000,27000,18,8,10000,11583.377752278062,34.21783300291281,26967.49033300148,20.444444444444443
1781349553,2,,Aggregated,0.300000,0.200000,10000,11000,20000,20000,26000,27000,27000,27000,27000,27000,27000,19,9,10000,10975.96328284233,34.21783300291281,26967.49033300148,20.105263157894736
1781349554,2,,Aggregated,0.300000,0.200000,10000,11000,20000,20000,26000,27000,27000,27000,27000,27000,27000,20,10,10000,10429.757616600182,34.21783300291281,26967.49033300148,19.8
1781349555,2,,Aggregated,0.300000,0.200000,10000,11000,20000,20000,26000,27000,27000,27000,27000,27000,27000,20,10,10000,10429.757616600182,34.21783300291281,26967.49033300148,19.8
1781349556,2,,Aggregated,0.300000,0.200000,10000,11000,20000,20000,26000,27000,27000,27000,27000,27000,27000,20,10,10000,10429.757616600182,34.21783300291281,26967.49033300148,19.8
1781349557,2,,Aggregated,0.300000,0.200000,10000,11000,20000,20000,26000,27000,27000,27000,27000,27000,27000,20,10,10000,10429.757616600182,34.21783300291281,26967.49033300148,19.8
1781349558,2,,Aggregated,0.300000,0.200000,10000,11000,20000,20000,26000,27000,27000,27000,27000,27000,27000,20,10,10000,10429.757616600182,34.21783300291281,26967.49033300148,19.8
1781349559,2,,Aggregated,0.300000,0.200000,10000,11000,20000,20000,26000,27000,27000,27000,27000,27000,27000,20,10,10000,10429.757616600182,34.21783300291281,26967.49033300148,19.8
1781349560,2,,Aggregated,0.300000,0.200000,10000,11000,20000,20000,26000,27000,27000,27000,27000,27000,27000,20,10,10000,10429.757616600182,34.21783300291281,26967.49033300148,19.8
1781349561,2,,Aggregated,0.300000,0.200000,10000,11000,20000,20000,26000,27000,27000,27000,27000,27000,27000,20,10,10000,10429.757616600182,34.21783300291281,26967.49033300148,19.8
1781349562,2,,Aggregated,0.300000,0.200000,10000,11000,20000,20000,26000,27000,27000,27000,27000,27000,27000,20,10,10000,10429.757616600182,34.21783300291281,26967.49033300148,19.8
1781349563,2,,Aggregated,0.300000,0.200000,10000,11000,20000,20000,26000,27000,27000,27000,27000,27000,27000,20,10,10000,10429.757616600182,34.21783300291281,26967.49033300148,19.8
1781349564,2,,Aggregated,0.300000,0.200000,10000,11000,20000,20000,26000,27000,27000,27000,27000,27000,27000,20,10,10000,10429.757616600182,34.21783300291281,26967.49033300148,19.8
1781349565,2,,Aggregated,0.300000,0.200000,10000,11000,20000,20000,26000,27000,27000,27000,27000,27000,27000,20,10,10000,10429.757616600182,34.21783300291281,26967.49033300148,19.8
1781349566,2,,Aggregated,0.300000,0.200000,10000,11000,20000,20000,26000,27000,27000,27000,27000,27000,27000,20,10,10000,10429.757616600182,34.21783300291281,26967.49033300148,19.8
1781349567,2,,Aggregated,0.000000,0.000000,10000,10000,20000,20000,21000,26000,27000,27000,27000,27000,27000,21,11,10000,10411.196712238181,34.21783300291281,26967.49033300148,19.523809523809526
1781349568,2,,Aggregated,0.000000,0.000000,10000,10000,20000,20000,21000,26000,27000,27000,27000,27000,27000,21,11,10000,10411.196712238181,34.21783300291281,26967.49033300148,19.523809523809526
1781349569,2,,Aggregated,0.000000,0.000000,10000,10000,20000,20000,21000,26000,27000,27000,27000,27000,27000,22,12,10000,9939.613979091188,34.21783300291281,26967.49033300148,19.272727272727273
1781349570,2,,Aggregated,0.100000,0.100000,10000,11000,20000,20000,22000,26000,27000,27000,27000,27000,27000,23,12,10000,10450.929095956899,34.21783300291281,26967.49033300148,19.217391304347824
